Date,Transaction type,Description,Paid out,Paid in,Balance
2016-09-23,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£295.62,"£3,144.02"
2016-09-23,Contactless Payment,ICELAND HEMEL HEMPSTE GB,£5.50,,"£3,138.52"
2016-09-23,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,£8.49,,"£3,130.03"
2016-09-23,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£8.79,,"£3,121.24"
2016-09-24,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,£39.22,,"£3,082.02"
2016-09-26,Visa purchase,VILLAGE STORE BERKHAMSTED GB,£8.59,,"£3,073.43"
2016-09-27,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.80,,"£3,070.63"
2016-09-27,Contactless Payment,TESCO STORES 2663 HEMEL HEMPSTE GB,£17.89,,"£3,052.74"
2016-09-28,ATM Withdrawal LINK,ATM Withdrawal LINK,£10.00,,"£3,042.74"
2016-09-28,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.65,,"£3,040.09"
2016-09-28,Contactless Payment,TESCO STORES 2663 HEMEL HEMPSTE GB,£10.68,,"£3,029.41"
2016-09-29,Direct debit SPECSAVERS FINANCE,SPECSAVERS FINANCE,£13.00,,"£3,016.41"
2016-09-29,ATM Withdrawal LINK,ATM Withdrawal LINK,£10.00,,"£3,006.41"
2016-09-29,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.65,,"£3,003.76"
2016-09-29,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£2.95,,"£3,000.81"
2016-09-29,Visa purchase,VILLAGE STORE BERKHAMSTED GB,£6.49,,"£2,994.32"
2016-09-29,Contactless Payment,ICELAND HEMEL HEMPSTE GB,£8.25,,"£2,986.07"
2016-09-30,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£258.17,"£3,244.24"
2016-09-30,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£8.53,,"£3,235.71"
2016-09-30,Contactless Payment,ICELAND HEMEL HEMPSTE GB,£10.50,,"£3,225.21"
2016-10-01,ATM Withdrawal LINK,Withdrawal 30 September 2016,£30.00,,"£3,195.21"
2016-10-01,Visa purchase,AMAZON UK RETAIL AMAZON.C AMAZON.CO.UK LU,£7.95,,"£3,187.26"
2016-10-01,Contactless Payment,THE PLOUGH BERKHAMSTED GB,£8.00,,"£3,179.26"
2016-10-01,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,£32.74,,"£3,146.52"
2016-10-03,Direct debit VIRGIN MONEY,VIRGIN MONEY,£50.00,,"£3,096.52"
2016-10-03,Visa purchase GOOGLE *Tinder,GOOGLE *Tinder g.co/payhelp# GB,£3.10,,"£3,093.42"
2016-10-03,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£18.30,,"£3,075.12"
2016-10-03,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,£18.35,,"£3,056.77"
2016-10-04,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£8.50,,"£3,048.27"
2016-10-04,Contactless Payment,TESCO STORES 2663 HEMEL HEMPSTE GB,£12.35,,"£3,035.92"
2016-10-05,ATM Withdrawal LINK,ATM Withdrawal LINK,£10.00,,"£3,025.92"
2016-10-05,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£16.99,,"£3,008.93"
2016-10-06,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£30.85,,"£2,978.08"
2016-10-07,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£299.45,"£3,277.53"
2016-10-08,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.89,,"£3,274.64"
2016-10-08,ATM Withdrawal LINK,ATM Withdrawal LINK,£40.00,,"£3,234.64"
2016-10-10,Visa purchase,CARD FACTORY HEMEL HEMPSTE GB,£0.89,,"£3,233.75"
2016-10-10,Contactless Payment,TFL.GOV.UK/CP TFL TRAVEL CH GB,£2.40,,"£3,231.35"
2016-10-10,Contactless Payment,CROWN BERKHAMSTED GB,£6.50,,"£3,224.85"
2016-10-10,Contactless Payment,CROWN BERKHAMSTED GB,£10.49,,"£3,214.36"
2016-10-10,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£14.09,,"£3,200.27"
2016-10-10,Visa purchase,LONDON MIDLAND SEL BERKHAMSTED GB,£15.10,,"£3,185.17"
2016-10-10,Visa purchase,RIVER ISLAND 132 HEMEL HEMPSTE GB,£18.00,,"£3,167.17"
2016-10-10,Contactless Payment,STRONGROOM BAR LONDON GB,£26.50,,"£3,140.67"
2016-10-10,Visa purchase,ECC EAST LONDON LONDON GB,£35.44,,"£3,105.23"
2016-10-10,Visa purchase,T K MAXX HEMEL HEMSTEA GB,£10.04,,"£3,095.19"
2016-10-10,Contactless Payment,TESCO STORES 2663 HEMEL HEMPSTE GB,£24.69,,"£3,070.50"
2016-10-11,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.65,,"£3,067.85"
2016-10-12,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.65,,"£3,065.20"
2016-10-12,Contactless Payment,SHELL DACORUM HEMEL HEMPSTE GB,£7.49,,"£3,057.71"
2016-10-12,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,£30.00,,"£3,027.71"
2016-10-13,ATM Withdrawal LINK,ATM Withdrawal LINK,£10.00,,"£3,017.71"
2016-10-13,Contactless Payment,DELIMARCHE ST ALBANS GB,£4.04,,"£3,013.67"
2016-10-13,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£11.90,,"£3,001.77"
2016-10-14,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£218.48,"£3,220.25"
2016-10-15,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.89,,"£3,217.36"
2016-10-17,Direct debit EE & T-MOBILE,EE & T-MOBILE,£43.59,,"£3,173.77"
2016-10-17,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,£5.99,,"£3,167.78"
2016-10-17,Contactless Payment,RED SQUIRREL BREWING C BERKHAMSTED H GB,£6.20,,"£3,161.58"
2016-10-17,Contactless Payment,RED SQUIRREL BREWING C BERKHAMSTED H GB,£10.50,,"£3,151.08"
2016-10-17,Contactless Payment,TESCO STORES 3343 WARNERS END GB,£10.15,,"£3,140.93"
2016-10-18,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£16.95,,"£3,123.98"
2016-10-19,ATM Withdrawal LINK,ATM Withdrawal LINK,£10.00,,"£3,113.98"
2016-10-19,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,£11.99,,"£3,101.99"
2016-10-20,ATM Withdrawal LINK,ATM Withdrawal LINK,£30.00,,"£3,071.99"
2016-10-20,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£5.99,,"£3,066.00"
2016-10-21,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£258.17,"£3,324.17"
2016-10-21,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£11.90,,"£3,312.27"
2016-10-22,ATM Withdrawal LINK,ATM Withdrawal LINK,£30.00,,"£3,282.27"
2016-10-22,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.79,,"£3,279.48"
2016-10-22,Visa purchase NETFLIX.COM,NETFLIX.COM 866-716-0414 NL,£7.49,,"£3,271.99"
2016-10-22,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,£13.60,,"£3,258.39"
2016-10-24,Contactless Payment,THE GOAT BERKHAMSTED GB,£10.00,,"£3,248.39"
2016-10-24,Contactless Payment,KINGS ARMS HOTEL BERKHAMSTED GB,£10.20,,"£3,238.19"
2016-10-24,Contactless Payment,WAITROSE 223 BERKHAMSTED GB,£13.41,,"£3,224.78"
2016-10-24,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,£47.27,,"£3,177.51"
2016-10-26,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£18.97,,"£3,158.54"
2016-10-27,Bank credit GBS RE MOJ - HMCTS,Bank credit GBS RE MOJ - HMCTS,,£623.47,"£3,782.01"
2016-10-27,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.65,,"£3,779.36"
2016-10-28,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£256.30,"£4,035.66"
2016-10-29,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,£57.90,,"£3,977.76"
2016-10-31,Direct debit SPECSAVERS FINANCE,SPECSAVERS FINANCE,£13.00,,"£3,964.76"
2016-10-31,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,£10.17,,"£3,954.59"
2016-11-01,Direct debit VIRGIN MONEY,VIRGIN MONEY,£50.00,,"£3,904.59"
2016-11-01,ATM Withdrawal LINK,ATM Withdrawal LINK,£30.00,,"£3,874.59"
2016-11-01,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£14.31,,"£3,860.28"
2016-11-02,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£6.76,,"£3,853.52"
2016-11-03,ATM Withdrawal SANTANDER,ATM Withdrawal SANTANDER,£10.00,,"£3,843.52"
2016-11-03,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£7.96,,"£3,835.56"
2016-11-04,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£262.05,"£4,097.61"
2016-11-04,ATM Withdrawal LINK,ATM Withdrawal LINK,£10.00,,"£4,087.61"
2016-11-04,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£4.60,,"£4,083.01"
2016-11-05,ATM Withdrawal LINK Inc charge from ATM Owner 1.650000,ATM Withdrawal LINK Inc charge from ATM Owner 1.650000,£41.65,,"£4,041.36"
2016-11-07,Contactless Payment,TESCO STORES-2089 BERKHAMSTED GB,£17.35,,"£4,024.01"
2016-11-07,Contactless Payment,CINEWORLD CINEMAS HEMEL HEMPSTE GB,£6.80,,"£4,017.21"
2016-11-07,Contactless Payment,TESCO STORES-2089 BERKHAMSTED GB,£13.60,,"£4,003.61"
2016-11-07,Contactless Payment,BOAT BERKHAMSTED GB,£26.39,,"£3,977.22"
2016-11-08,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£18.69,,"£3,958.53"
2016-11-08,Visa purchase,EB *EUROPES TOUGHEST M 801-413-7200 IE,£136.51,,"£3,822.02"
2016-11-10,Visa purchase GOOGLE *Tinder,GOOGLE *Tinder g.co/payhelp# GB,£3.10,,"£3,818.92"
2016-11-10,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£6.75,,"£3,812.17"
2016-11-11,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£258.53,"£4,070.70"
2016-11-11,Visa purchase,WWW.MOONPIG.COM LTD LONDON SE1 GB,£3.94,,"£4,066.76"
2016-11-11,Contactless Payment,ICELAND HEMEL HEMPSTE GB,£4.55,,"£4,062.21"
2016-11-11,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£7.00,,"£4,055.21"
2016-11-12,Contactless Payment,DELIMARCHE ST ALBANS GB,£3.79,,"£4,051.42"
2016-11-12,Visa purchase,TESCO PAYAT PUMP 3719 H HEMPSTEAD GB,£42.14,,"£4,009.28"
2016-11-12,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,£46.99,,"£3,962.29"
2016-11-14,Payment to,PAUL ROSE,£17.00,,"£3,945.29"
2016-11-14,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£6.93,,"£3,938.36"
2016-11-14,Contactless Payment,CROWN BERKHAMSTED GB,£24.12,,"£3,914.24"
2016-11-14,Contactless Payment,MCDONALDS HEMEL HEMPSTE GB,£5.29,,"£3,908.95"
2016-11-14,Contactless Payment,TESCO STORES 2663 HEMEL HEMPSTE GB,£17.71,,"£3,891.24"
