Date,Transaction type,Description,Paid out,Paid in,Balance
2016-10-28,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,256.30,4035.66
2016-10-29,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,57.90,,3977.76
2016-10-31,Direct debit SPECSAVERS FINANCE,SPECSAVERS FINANCE,13.00,,3964.76
2016-10-31,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,10.17,,3954.59
2016-11-01,Direct debit VIRGIN MONEY,VIRGIN MONEY,50.00,,3904.59
2016-11-01,ATM Withdrawal LINK,ATM Withdrawal LINK,30.00,,3874.59
2016-11-01,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,14.31,,3860.28
2016-11-02,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,6.76,,3853.52
2016-11-03,ATM Withdrawal SANTANDER,ATM Withdrawal SANTANDER,10.00,,3843.52
2016-11-03,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,7.96,,3835.56
2016-11-04,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,262.05,4097.61
2016-11-04,ATM Withdrawal LINK,ATM Withdrawal LINK,10.00,,4087.61
2016-11-04,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,4.60,,4083.01
2016-11-05,ATM Withdrawal LINK Inc charge from ATM Owner 1.650000,ATM Withdrawal LINK Inc charge from ATM Owner 1.650000,41.65,,4041.36
2016-11-07,Contactless Payment,TESCO STORES-2089 BERKHAMSTED GB,17.35,,4024.01
2016-11-07,Contactless Payment,CINEWORLD CINEMAS HEMEL HEMPSTE GB,6.80,,4017.21
2016-11-07,Contactless Payment,TESCO STORES-2089 BERKHAMSTED GB,13.60,,4003.61
2016-11-07,Contactless Payment,BOAT BERKHAMSTED GB,26.39,,3977.22
2016-11-08,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,18.69,,3958.53
2016-11-08,Visa purchase,EB *EUROPES TOUGHEST M 801-413-7200 IE,136.51,,3822.02
2016-11-10,Visa purchase GOOGLE *Tinder,GOOGLE *Tinder g.co/payhelp# GB,3.10,,3818.92
2016-11-10,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,6.75,,3812.17
2016-11-11,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,258.53,4070.70
2016-11-11,Visa purchase,WWW.MOONPIG.COM LTD LONDON SE1 GB,3.94,,4066.76
2016-11-11,Contactless Payment,ICELAND HEMEL HEMPSTE GB,4.55,,4062.21
2016-11-11,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,7.00,,4055.21
2016-11-12,Contactless Payment,DELIMARCHE ST ALBANS GB,3.79,,4051.42
2016-11-12,Visa purchase,TESCO PAYAT PUMP 3719 H HEMPSTEAD GB,42.14,,4009.28
2016-11-12,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,46.99,,3962.29
2016-11-14,Payment to,PAUL ROSE,17.00,,3945.29
2016-11-14,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,6.93,,3938.36
2016-11-14,Contactless Payment,CROWN BERKHAMSTED GB,24.12,,3914.24
2016-11-14,Contactless Payment,MCDONALDS HEMEL HEMPSTE GB,5.29,,3908.95
2016-11-14,Contactless Payment,TESCO STORES 2663 HEMEL HEMPSTE GB,17.71,,3891.24
